ID TEST,ERROR LOG,KEYS,COMPONENTS,RESULT,PROCEDURE,BUG SUITE,BUG PRODOTTO
[AUTOMATIC_ARCHIVING_DESCRIPTOR_NOTIFICATION_1.1],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""La versione 1 dell'e-service e-service 366373337 è stata archiviata il giorno 21/07/2026 perché senza fruitori. Da ora non è più attiva."" with DeepLink /erogazione/e-service/ba065af0-4dff-4e6f-9ee3-5fe1ce5f3a32/999b8658-c285-432e-a7ce-a12cfa956c9b
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA1"" ha ricevuto la notifica in-app contenente il link E_SERVICE_EROGAZIONE_PRIMO_DESCRITTORE(classpath:it/pagopa/pn/cucumber/notification/notification-descriptor-archiving.feature:11)
",,,Il test fallisce per il carico dei test di NRT che ha provocato un rallentamento e il fallimento del polling per recuperare la notifica. Il test è stato eseguito in isolamento in locale senza problematiche.,"Analisi dei log ed esecuzione in locale.
",,
[MANUAL_ARCHIVING_DESCRIPTOR_NOTIFICATION_1.1],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""La versione 1 dell'e-service e-service 1464222792 è in fase di archiviazione ma è ancora attiva. L'archiviazione avverrà il giorno 23/07/2026."" with DeepLink /erogazione/e-service/1f19e2e0-474e-4e30-a2af-e02401bdc5cf/5f50deaf-efd1-40cf-9e2a-65e33a8c9858
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA1"" ha ricevuto la notifica in-app contenente il link E_SERVICE_EROGAZIONE_PRIMO_DESCRITTORE(classpath:it/pagopa/pn/cucumber/notification/notification-descriptor-archiving.feature:23)
",,,Il test fallisce per il carico dei test di NRT che ha provocato un rallentamento e il fallimento del polling per recuperare la notifica. Il test è stato eseguito in isolamento in locale senza problematiche.,"Analisi dei log ed esecuzione in locale.
",,
[MANUAL_ARCHIVING_DESCRIPTOR_CANCELLATION_NOTIFICATION_1.1],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""La versione 1 dell'e-service e-service 967321 non è più in fase di archiviazione."" with DeepLink /erogazione/e-service/9536821b-73ed-4027-9916-9c063bcb2c2e/17740954-0f93-48b5-b557-1b9a51bef684
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA1"" ha ricevuto la notifica in-app contenente il link E_SERVICE_EROGAZIONE_PRIMO_DESCRITTORE(classpath:it/pagopa/pn/cucumber/notification/notification-descriptor-archiving.feature:84)
",,,Difformità tra notifica restituita e notifica ricevuta,"Analisi dei log ed esecuzione in locale.
",,PIN-10495
[MANUAL_ARCHIVING_DESCRIPTOR_SUSPENSION_NOTIFICATION_1.2],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""La versione 1 dell'e-service e-service 636889836 è al momento sospesa. L'archiviazione avverrà il giorno 23/07/2026. È disponibile una nuova versione."" with DeepLink /catalogo-e-service/3269ac6a-e7bb-4a1a-8db6-174cd64f6aec/658b1ce6-593c-4d27-a87a-7f96699badfa
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA2"" ha ricevuto la notifica in-app contenente il link CATALOGO_E_SERVICE_PRIMO_DESCRITTORE(classpath:it/pagopa/pn/cucumber/notification/notification-descriptor-archiving.feature:122)
",,,Difformità tra notifica restituita e notifica ricevuta,"Analisi dei log ed esecuzione in locale.
",,PIN-10495
[MANUAL_ARCHIVING_DESCRIPTOR_SUSPENSION_NOTIFICATION_1.4],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""La versione 1 dell'e-service e-service 570751322 è di nuovo attiva. L'archiviazione avverrà il giorno 23/07/2026. È disponibile una nuova versione."" with DeepLink /catalogo-e-service/a97c0aab-9336-4096-bc59-c81ca126f802/a70001dc-3cd2-4f2c-bcd7-1e66a1a963a4
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA2"" ha ricevuto la notifica in-app contenente il link CATALOGO_E_SERVICE_PRIMO_DESCRITTORE(classpath:it/pagopa/pn/cucumber/notification/notification-descriptor-archiving.feature:150)
",,,Difformità tra notifica restituita e notifica ricevuta,"Analisi dei log ed esecuzione in locale.
",,PIN-10495
[MANUAL_ARCHIVING_ESERVICE_NOTIFICATION_1.1],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""Il tuo e-service e-service 307477750 è in fase di archiviazione, ma risulta ancora attivo. L'e-service sarà archiviato il giorno 23/07/2026."" with DeepLink /erogazione/e-service/70763570-6e75-4870-b1df-2e684723e499/a62997c5-54b2-4f2f-8d0c-bcac8959fa56
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA1"" ha ricevuto la notifica in-app contenente il link E_SERVICE_EROGAZIONE(classpath:it/pagopa/pn/cucumber/notification/notification-e-service-archiving.feature:11)
",,,Il test fallisce per il carico dei test di NRT che ha provocato un rallentamento e il fallimento del polling per recuperare la notifica. Il test è stato eseguito in isolamento in locale senza problematiche.,"Analisi dei log ed esecuzione in locale.
",,
[MANUAL_ARCHIVING_ESERVICE_CANCELLATION_NOTIFICATION_1.1],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Not Found expected notification: ""L'e-service e-service 1300669195 non è più in fase di archiviazione."" with DeepLink /erogazione/e-service/39863a8b-c419-4a42-85b1-e701a78cf598/582db42a-8379-412a-8a88-bf9e153d779d
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:68)
at it.pagopa.pn.interop.cucumber.steps.notification.NotificationSteps.checkInAppNotificationBody(NotificationSteps.java:401)
at ✽.l'utente ""admin"" di ""PA1"" ha ricevuto la notifica in-app contenente il link E_SERVICE_EROGAZIONE(classpath:it/pagopa/pn/cucumber/notification/notification-e-service-archiving.feature:118)
",,,Difformità tra notifica restituita e notifica ricevuta,"Analisi dei log ed esecuzione in locale.
",,PIN-10495
[PURPOSE_TEMPLATE_ARCHIVIATION_NO_CREATOR],"failed: org.opentest4j.AssertionFailedError: expected: <403> but was: <404>
at it.pagopa.pn.interop.cucumber.steps.delegate.DelegationCommonStep.thenStatusCodeIs(DelegationCommonStep.java:173)
at ✽.si ottiene lo status code 403(classpath:it/pagopa/pn/cucumber/purpose-template/purpose-template-archiviation.feature:50)
",,,Error code ottenuto difforme da quello atteso,Presa visione del risultato e ri-esecuzione del test in locale,,PIN-9494
[PURPOSE_TEMPLATE_REACTIVATION_NO_CREATOR],"failed: org.opentest4j.AssertionFailedError: expected: <403> but was: <404>
at it.pagopa.pn.interop.cucumber.steps.delegate.DelegationCommonStep.thenStatusCodeIs(DelegationCommonStep.java:173)
at ✽.si ottiene lo status code 403(classpath:it/pagopa/pn/cucumber/purpose-template/purpose-template-reactivation.feature:50)
",,,Error code ottenuto difforme da quello atteso,Presa visione del risultato e ri-esecuzione del test in locale,,PIN-9494
[PURPOSE_TEMPLATE_SUSPENSION_NO_CREATOR],"failed: org.opentest4j.AssertionFailedError: expected: <403> but was: <404>
at it.pagopa.pn.interop.cucumber.steps.delegate.DelegationCommonStep.thenStatusCodeIs(DelegationCommonStep.java:173)
at ✽.si ottiene lo status code 403(classpath:it/pagopa/pn/cucumber/purpose-template/purpose-template-suspension.feature:50)
",,,Error code ottenuto difforme da quello atteso,Presa visione del risultato e ri-esecuzione del test in locale,,PIN-9494
[COMB_NON_AMMESSE_27_1_DRAFT],"failed: org.opentest4j.AssertionFailedError: expected: <409> but was: <400>
at it.pagopa.pn.interop.cucumber.steps.authorization.ClientCommonSteps.verifyStatusCode(ClientCommonSteps.java:107)
at ✽.si ottiene status code 409(classpath:it/pagopa/pn/cucumber/purpose/combinazioni-non-ammesse-nuovi-operatori.feature:201)
",,,Http status riscontrato difforme da quello atteso,Presa visione dell’errore (anomalia già nota),,PIN-10441
[COMB_NON_AMMESSE_27_1_ASSIGNED],"failed: org.opentest4j.AssertionFailedError: expected: <409> but was: <400>
at it.pagopa.pn.interop.cucumber.steps.authorization.ClientCommonSteps.verifyStatusCode(ClientCommonSteps.java:107)
at ✽.si ottiene status code 409(classpath:it/pagopa/pn/cucumber/purpose/combinazioni-non-ammesse-nuovi-operatori.feature:214)
",,,Http status riscontrato difforme da quello atteso,Presa visione dell’errore (anomalia già nota),,PIN-10441
[COMB_NON_AMMESSE_27_1_SUBMITTED],"failed: org.opentest4j.AssertionFailedError: expected: <409> but was: <400>
at it.pagopa.pn.interop.cucumber.steps.authorization.ClientCommonSteps.verifyStatusCode(ClientCommonSteps.java:107)
at ✽.si ottiene status code 409(classpath:it/pagopa/pn/cucumber/purpose/combinazioni-non-ammesse-nuovi-operatori.feature:229)
",,,Http status riscontrato difforme da quello atteso,Presa visione dell’errore (anomalia già nota),,PIN-10441
[COMB_NON_AMMESSE_27_1_REJECTED],"failed: org.opentest4j.AssertionFailedError: expected: <409> but was: <400>
at it.pagopa.pn.interop.cucumber.steps.authorization.ClientCommonSteps.verifyStatusCode(ClientCommonSteps.java:107)
at ✽.si ottiene status code 409(classpath:it/pagopa/pn/cucumber/purpose/combinazioni-non-ammesse-nuovi-operatori.feature:245)
",,,Http status riscontrato difforme da quello atteso,Presa visione dell’errore (anomalia già nota),,PIN-10441
[PURPOSE_RISK_ANALYSIS_DOCUMENT_DOWNLOAD_2],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Non è stato prodotto alcun documento di analisi del rischio nel tempo limite
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:42)
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:17)
at it.pagopa.pn.interop.cucumber.steps.purpose.PurposeRiskAnalysisDocumentDownloadSteps.userDownloadRiskAnalysis(PurposeRiskAnalysisDocumentDownloadSteps.java:54)
at ✽.l'utente scarica il documento di analisi del rischio(classpath:it/pagopa/pn/cucumber/purpose/purpose-risk-analysis-document-download.feature:44)
",,,L’esecuzione è fallita a causa dell’alto volume di traffico generato dai test verso il sistema. Test rieseguito in isolamento con successo.,"Analisi dei log ed esecuzione in locale.
",,
[PURPOSE_THRESHOLD_9],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Unexpected status code for getRemainingDailyCalls
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:42)
at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:17)
at it.pagopa.pn.interop.cucumber.steps.attribute.AttributeCommonSteps.getRemainingDailyCalls(AttributeCommonSteps.java:349)
at ✽.l'utente cerca di recuperare le soglie rimanenti per la finalità con ID ""%actual"" e si ottiene uno status code 403(classpath:it/pagopa/pn/cucumber/purpose/purpose-threshold.feature:251)
",,,Il ruolo reviewer legge le soglie di carico quando non dovrebbe. Dettagli in ticket.,Esecuzione test e presa visione del risultato,,PIN-10457
